Year,S&P 500 (includes dividends),US Small cap (bottom decile),3-month T.Bill,US T. Bond (10-year), Baa Corporate Bond,Real Estate,Gold*,S&P 500 (includes dividends)3,US Small cap (bottom decile) Cum Value,3-month T.Bill4,US T. Bond5, Baa Corporate Bond2,Real Estate2,Gold2,Stocks - Bills,Stocks - Bonds,Small Cap Premium (S&P 500 minus Bottom Decile),Stocks - Baa Corp Bond,Historical ERP,Inflation Rate,S&P 500 (includes dividends)2,US Small cap (bottom decile)22,3-month T. Bill (Real),!0-year T.Bonds,Baa Corp Bonds,Real Estate3,Gold,S&P 500 (includes dividends)3,US Small cap (bottom decile)22,3-month T.Bill4,US T. Bond5, Baa Corporate Bond2,Real Estate2,Gold2,Stocks minus T. Bills,Stocks minus T.Bonds
1938,0.29282654028436017,0.016,0.00065,0.04213248532204607,0.0923588171368742,-0.0087368136326752,0.0017246335153779935,121.53172913465568,118.86386590451473,117.18186528861054,148.42634118715418,197.05157888149355,89.19612296361703,168.84689922480618,0.2921765402843602,0.2506940549623141,-0.27682654028436016,0.20046772314748595,Historical ERP,-0.0277778,0.3297644718299584,0.04502859531493919,0.02924002352548616,0.07190772368913834,0.12356909473664968,0.019585014996905903,0.030345360880854155,150.1784929481787,146.88177626236154,144.80330408531776,183.41254906857654,243.49944956920072,110.2209227078022,208.6465242048762,0.3005244483044722,0.25785674814082005
1939,-0.010975646879756443,-0.057300000000000004,0.0004583333333333333,0.04412261394206067,0.0798313776534614,-0.013016072256937905,-0.012338593974175027,120.19783979098749,112.05296638818604,117.23557364353447,154.97529933818757,212.7824778923929,88.03513978208387,166.76356589147284,-0.011433980213089777,-0.05509826082181711,-0.046324353120243564,-0.09080702453321784,Historical ERP,0,-0.010975646879756495,-0.05730000000000002,0.00045833333333322734,0.04412261394206074,0.07983137765346138,-0.013016072256937905,-0.012338593974175027,148.53018684064548,138.4654504825282,144.86967226635684,191.50519016325862,262.93834608616953,108.78627921361108,206.07211945858933,-0.011433980213089723,-0.055098260821817235
1940,-0.10672873194221515,-0.3181,0.00035833333333333333,0.05402481596284551,0.08648137177582957,0.03306607685927565,-0.016560139453805967,107.36927676790187,76.40891778010405,117.27758305742339,163.34781136372007,231.18419847038714,90.94611648043534,164.0019379844961,-0.10708706527554848,-0.16075354790506066,-0.21137126805778483,-0.1932101037180447,Historical ERP,0.0071429,-0.1130640269044394,-0.3229361990239916,-0.006736448885919621,0.04654941812412661,0.07877578422667675,0.025739323445834295,-0.023534931789526592,131.73676579957333,93.74994420755583,143.8937651240146,200.41964533310852,283.6515205023729,111.58636444075906,201.22222618340825,-0.10632757801851977,-0.159613445028566
1941,-0.1277145557655955,-0.0554,0.0012916666666666669,-0.020221975848580105,0.05007172857275923,-0.08384627736444894,0,93.656657282616,72.17586373508628,117.42906660220589,160.0445958674045,242.75999090650726,83.32062317279727,164.0019379844961,-0.12900622243226217,-0.10749257991701541,0.0723145557655955,-0.17778628433835475,Historical ERP,0.09929080000000001,-0.2065016424822217,-0.14071872519991968,-0.08914759709926912,-0.10871807154993018,-0.04477347707016255,-0.1665956609156093,-0.09032259707804335,104.53290728666568,80.55757157110497,131.0659817256421,178.630407991772,270.95145565324316,92.99656030758076,183.04731212469736,-0.11735404538295258,-0.09778357093229151
1942,0.19173762945914843,0.6179,0.003425,0.022948682374484164,0.051799010426587015,0.03333041217538635,0,111.61416273305268,116.7733299369961,117.83126115531844,163.71740846371824,255.3347182066316,86.09773388585666,164.0019379844961,0.18831262945914842,0.16878894708466427,0.4261623705408516,0.1399386190325614,Historical ERP,0.0903226,0.09301378276406314,0.4838727547241526,-0.07969898083374582,-0.0617926452460178,-0.035332285667941665,-0.05227094056806081,-0.08284025296733277,114.25590841672354,119.53718564110362,120.62015656013408,167.592362560585,261.3781214199581,88.13554263070912,167.88362648329712,0.17271276359780896,0.15480642801008093
1943,0.25061310133060394,1.3797,0.0038,0.0249,0.08044670060105924,0.11446259964945993,0,139.5861342080017,277.8854932510696,118.27901994770866,167.79397193446482,275.8755538352563,95.95270433035921,164.0019379844961,0.24681310133060394,0.22571310133060393,1.129086898669396,0.1701664007295447,Historical ERP,0.0295858,0.214675941850212,1.3113178134352665,-0.02504482870684499,-0.004551150569481521,0.04939938041206404,0.08243781105902959,-0.02873563330030382,138.78390316803524,276.28842654020116,117.59924540049269,166.82962448427665,274.2900386713733,95.40124384168458,163.05938415554792,0.23972077055705698,0.21922709241969351
1944,0.1903067694944301,0.6973,0.0038,0.025776111579070303,0.0656586358825617,0.16584227481419478,0,166.15032047534245,471.6550476950404,118.72848022350996,172.11904807734297,293.98916637342546,111.86571909107982,164.0019379844961,0.1865067694944301,0.16453065791535978,0.50699323050557,0.1246481336118684,Historical ERP,0.0229885,0.1635583093010624,0.6591584362874068,-0.01875729785818714,0.0027249686375458992,0.04171125665885933,0.13964357841187325,-0.022471904620628758,161.48316372840145,458.4062737427482,115.3934013266176,167.28422997880986,285.7310208733634,108.7234149166811,159.39512922730597,0.18231560715924955,0.1608333406635165
1945,0.358210843373494,0.9109,0.0038,0.03804417341923723,0.06799865477817886,0.11777376471356127,0.025406203840472763,225.6671668995912,901.2856306404527,119.1796484483593,178.66717499115143,313.9800342061766,125.040565970826,168.16860465116278,0.354410843373494,0.3201666699542568,0.552689156626506,0.29021218859531517,Historical ERP,0.0224719,0.3283600687446706,0.8689022162858462,-0.018261528752037015,0.015230025802408065,0.044526167201444755,0.09320731915817082,0.002869813674559518,214.50778647136624,856.7165009571585,113.28614141049623,169.8319731177231,298.4535280834103,118.85723295078643,159.85256354882068,0.3466215974967076,0.31313004294226254
1946,-0.08429147465437781,-0.1532,0.0038,0.031283745375695685,0.025080329773195936,0.2410168567758013,0,206.64534862054904,763.2086720263353,119.63253111246307,184.2565534005695,321.8547570062668,155.1774501505817,168.16860465116278,-0.0880914746543778,-0.11557522003007349,-0.0689085253456222,-0.10937180442757374,Historical ERP,0.1813187,-0.22484209777969133,-0.28317396482422574,-0.15027164134454152,-0.12700633167349695,-0.13225759503070944,0.050535183076168444,-0.15348838547971855,166.27740577106616,614.1166926507823,96.26244699915112,148.26223721116915,258.9807822306681,124.86370497788121,135.3170516549181,-0.07457045643514981,-0.09783576610619438
1947,0.052,-0.0096,0.006008333333333333,0.009196968062832236,0.0026212022665691934,0.2126388104648973,0,217.3909067488176,755.8818687748825,120.35132323689713,185.95115503756207,322.69840342483775,188.1741985615773,168.16860465116278,0.04599166666666667,0.042803031937167765,-0.061599999999999995,0.049378797733430804,Historical ERP,0.08837210000000001,-0.033418809614836564,-0.0900170998503177,-0.07567610991375706,-0.07274638144175838,-0.07878821749788578,0.11417667768670059,-0.08119658708634658,160.72061280435398,558.83568900869,88.97767947947615,137.47669594959697,238.57614803250564,139.12022797590802,124.32976888595188,0.0422573002989205,0.039327571826921814
1948,0.057045751633986834,-0.0070999999999999995,0.01045,0.019510369413175046,0.03436959560510321,0.020585153855108507,0,229.79213442269784,750.5151075065809,121.6089945647227,189.5791307651515,333.7894170529618,192.0477933905291,168.16860465116278,0.04659575163398683,0.03753538222081179,-0.06414575163398684,0.02267615602888362,Historical ERP,0.0299145,0.026343207745872954,-0.03593939108537658,-0.01889914162777584,-0.010101936215894614,0.004325694613585007,-0.009058369549017509,-0.02904561495153246,164.9545092965031,538.7514746289409,87.29607771328268,136.0879151359422,239.60815559097972,137.86002553915867,120.7185342918775,0.045242349373648794,0.03644514396176757
1949,0.18303223684210526,0.2722,0.01115,0.04663485182797314,0.053773011179658936,0.0008934851624431417,-0.08700662633246903,271.851502794806,954.8053197698722,122.96493485411936,198.42012543806027,351.7382791078026,192.2193852444035,153.53682170542635,0.17188223684210527,0.13639738501413212,0.08916776315789474,0.12925922566244633,Historical ERP,-0.0207469,0.20809649399333563,0.29915340579468164,0.0325726821799186,0.06880933216139229,0.07609872379230564,0.02209886817048945,-0.06766353492520882,199.2809643494965,699.9208131410956,90.13954510819092,145.45203369168263,257.84203044168146,140.90657606952885,112.55029153069903,0.17552381181341703,0.13928716183194334
1950,0.30805539011316263,0.5278,0.012033333333333333,0.00429595741710961,0.042388173056720914,0.03640392529281433,0.09561375828337004,355.5968235411095,1458.7515675444108,124.4446129035306,199.2725298476397,366.64782215329734,199.21692538467147,168.21705426356587,0.2960220567798293,0.30375943269605304,0.21974460988683742,0.2656672170564417,Historical ERP,0.059322,0.23480432778056382,0.4422432461517838,-0.044640502761829515,-0.051944585860475456,-0.015985533145992714,-0.02163466321589258,0.034259420915802696,246.0729972230425,1009.4560655938097,86.11567049583866,137.89658803900426,253.7202881176259,137.85810975136005,116.40619934244555,0.27944483054239333,0.28674891364103927
1951,0.2367846304454234,0.0392,0.015175000000000001,-0.0029531392208319886,-0.001909809130136969,0.060476481368356705,0,439.7966859908575,1515.9346289921516,126.33305990434167,198.68405032411223,365.94759479500414,211.26486406095887,168.21705426356587,0.2216096304454234,0.23973776966625537,-0.1975846304454234,0.23869443957556036,Historical ERP,0.06,0.16677795325039924,-0.019622641509434158,-0.04228773584905676,-0.05938975398191704,-0.058405480311449987,0.0004495107248647656,-0.05660377358490576,287.1125480500927,989.6478710991386,82.47403376944622,129.70694360042202,238.90163282535647,137.92007845020288,109.81716919098635,0.209065689099456,0.22616770723231627
1952,0.18150988641144306,0.011899999999999999,0.017225,0.022679961918305656,0.04441241504740077,0.044066820276497776,-0.003456221198156584,519.6241325091871,1533.9742510771582,128.50914686119395,203.19019701923781,382.2002112606379,220.57463485627187,167.63565891472868,0.16428488641144307,0.1588299244931374,-0.16960988641144306,0.1370974713640423,Historical ERP,0.0075472,0.172659589954141,0.0043201946271103076,0.009605306828305293,0.015019407446425825,0.0365890700181597,0.03624606398240959,-0.010920998240237956,336.6852828671103,993.9233425145923,83.26622216916977,131.65506503498733,247.64282139625612,142.9191384381679,108.61785607950367,0.1630542831258357,0.15764018250771517
1953,-0.012082047421904465,-0.057999999999999996,0.018908333333333333,0.04143840258908851,0.016201123818443276,0.11516568544995809,0.006936416184971206,513.3460090986451,1445.003744514683,130.93904064642769,211.61007420547722,388.3922842067066,245.97726387236864,168.79844961240312,-0.030990380755237797,-0.05352045001099298,-0.04591795257809553,-0.02828317124034774,Historical ERP,0.007490599999999999,-0.01942712658748813,-0.06500368340905605,0.011332843535545978,0.03369540379740377,0.00864576187454591,0.10687453108739486,-0.0005500635093058648,330.1444552567067,929.3146642249029,84.20986523680898,136.0912356133147,249.78388225998887,158.19355434216155,108.5581093604153,-0.03075997012303411,-0.0531225303848919
1954,0.525633212414349,0.639,0.0093752,0.032898034558095555,0.061579051817707856,0.009227220299884653,0.0057405281285876075,783.1777209412517,2368.361137259565,132.16662034029608,218.57162973953018,412.3091128014694,248.24695027488184,169.76744186046508,0.516258012414349,0.4927351778562535,0.113366787585651,0.4640541605966412,Historical ERP,-0.0074348999999999995,0.5370611080465644,0.6512770799618082,0.016936017597233732,0.04063505210700602,0.06953090715934707,0.016786929441589882,0.013274119882501934,507.452202212303,1534.5560051069858,85.63604499632025,141.62131006376856,267.15158218730943,160.84913837701774,109.9991227182832,0.5201250904493306,0.49642605593955835
1955,0.3259733185102835,0.2709,0.017243426294820716,-0.013364391288618781,0.02044690004344954,0,-0.00028538812785383616,1038.4727616197922,3009.950169343181,134.4456257167695,215.65055295509998,420.7395560179244,248.24695027488184,169.718992248062,0.30872989221546276,0.33933770979890227,-0.05507331851028352,0.3055264184668339,Historical ERP,0.0037452999999999996,0.3210256810271326,0.26615785897079647,0.01344776039780271,-0.017045849468604102,0.016639280944527934,-0.0037313250682220467,-0.0040156483202002935,670.3573910162257,1942.9901458970398,86.78765801084622,139.20725453087505,271.5967924180992,160.24895795478966,109.55740492591602,0.30757792062932987,0.3380715304957367
1956,0.07439511873350935,-0.009899999999999999,0.026213888888888887,-0.022557738173154165,-0.023526541979620903,0.00914285714285712,-0.0011418783899515006,1115.730066022012,2980.1516626666835,137.96996841090606,210.7859642446429,410.8410091907816,250.51663667739504,169.52519379844958,0.04818122984462046,0.09695285690666351,-0.08429511873350934,0.09792166071313024,Historical ERP,0.029850699999999997,0.04325327810478674,-0.03859850753123717,-0.0035313964549530397,-0.05088935529504823,-0.0518300778740266,-0.02010761643133585,-0.030094244136505854,699.3525456794498,1867.9936261175133,86.48117638301304,132.12308709540514,257.51990951673326,157.02673337471347,106.26035763511346,0.04678467455973978,0.09414263339983497
1957,-0.1045736018855796,-0.1525,0.03224566929133858,0.0679701284662499,-0.007189284402542365,0.027180067950169917,-0.0011431837667904565,999.0541542860545,2525.6785341100144,142.4189023844206,225.11311331323367,407.88735633148156,257.32569588493465,169.3313953488372,-0.13681927117691817,-0.17254373035182952,-0.0479263981144204,-0.09738431748303723,Historical ERP,0.0289855,-0.1297968745775132,-0.17637323363643131,0.003168333558965175,0.03788647018471081,-0.035155776638779224,-0.001754574821346111,-0.02927998865561332,608.5787710224297,1538.5295498669245,86.75517759636612,137.12876449535716,248.46659709772436,156.75121822205597,103.14905556901593,-0.13296520813647839,-0.16768334476222402
1958,0.43719954988747184,0.6934999999999999,0.017665461847389558,-0.020990181755274694,0.06430092897336026,0.006615214994487362,0.0042918454935620964,1435.8401808531264,4277.236597515309,144.93479807083966,220.38794814929315,434.1148922600838,259.02796068681954,170.05813953488368,0.4195340880400823,0.4581897316427465,0.25630045011252806,0.3728986209141116,Historical ERP,0.0176056,0.41233455268669106,0.6642007473229312,5.882617724339845e-05,-0.03792803592597627,0.045887452833750286,-0.010800240294975394,-0.013083413167574887,859.5168263465794,2560.4220266669486,86.76028107182019,131.92773978909253,259.8680963528086,155.05826739872765,101.79951385716136,0.41227572650944766,0.4502625886126673
1959,0.12056457163557326,0.1274,0.0338601593625498,-0.026466312591385065,0.015743430895022732,0.0010952902519167917,0,1608.9516371948275,4822.156540038759,149.84231343069726,214.55509182219998,440.94935006688075,259.3116714871337,170.05813953488368,0.08670441227302345,0.1470308842269583,0.006835428364426757,0.10482114074055052,Historical ERP,0.017301,0.1015073922423877,0.10822657207650432,0.01627754161506756,-0.04302297215021422,-0.0015310798917697044,-0.015930103035466603,-0.017006765942430002,946.7641379774739,2837.5277256822883,88.1725251575017,126.25181631430569,259.47021753597033,152.588173222565,100.06823335193945,0.08522985062732014,0.14453036439260192
1960,0.00336535314743695,-0.0349,0.028729718875502006,0.11639503690963365,0.06663187163303434,0.007658643326039272,0.004843304843304974,1614.366327651135,4653.863276791406,154.14724097121606,239.52823965399477,470.33063055720703,261.2976470893327,170.8817829457364,-0.025364365728065056,-0.1130296837621967,-0.038265353147436953,-0.06326651848559739,0.061119788031217315,0.0136054,-0.010102596979616685,-0.04785432279662294,0.014921308504771025,0.10140991445944691,0.05231470908998137,-0.005866934680853975,-0.008644483500872324,937.1993614567333,2701.7397579531207,89.48817460702146,139.05500220708922,273.0443264838788,151.69294837719738,99.20319515976718,-0.02502390548438771,-0.1115125114390636
1961,0.2663771295818275,0.2983,0.023524899598393576,0.020609208076323167,0.051,0.009771986970684043,-0.0005670541536717533,2044.3965961044005,6042.110692258282,157.77353933843332,244.46472698517934,494.31749271562455,263.85104429216005,170.7848837209302,0.24285222998343395,0.24576792150550436,0.03192287041817249,0.21537712958182753,0.06617359182997262,0.006711399999999999,0.25793462712533866,0.2896446787033504,0.01670140975695089,0.013805156151329268,0.04399334307727121,0.003040183085921244,-0.0072299311934599375,1178.9355292961814,3484.2843020855203,90.98275327953489,140.9746782261815,285.05645921418653,152.15412271310726,98.48596288459068,0.24123321736838776,0.2441294709740094
1962,-0.08811460517120888,-0.09759999999999999,0.027723694779116466,0.05693544054008462,0.06495327993606576,0.003225806451612634,-0.0005673758865248901,1864.2553972252979,5452.400688693873,162.14760478727297,258.383433912592,526.4250351972767,264.70217669310244,170.687984496124,-0.11583829995032535,-0.14505004571129348,-0.009485394828791113,-0.15306788510727465,0.05968346537898994,0.0133333,-0.10011306760688599,-0.10947365491689653,0.014201047946530876,0.04302842957996611,0.05094077134943231,-0.009974500540332887,-0.013717772707681597,1060.9086769475928,3102.84696476665,92.27480372116496,147.04059724079514,299.5774551246952,150.6364613338915,97.1349548308427,-0.11431411555341686,-0.1431414971868521
1963,0.22611927099841514,0.1993,0.03156024096385542,0.016841620739546127,0.054644805711862345,0.02143622722400873,-0.003973885892704865,2285.7994686007432,6539.064145950562,167.2650222660713,262.7350297119295,555.1914289674921,270.3763926993855,170.00968992248062,0.1945590300345597,0.20927765025886902,-0.026819270998415135,0.1714744652865528,0.06361899391151482,0.0164474,0.20627911586808634,0.17989381447579067,0.014868296149761706,0.0003878417511284926,0.03757932354577531,0.004908101711912138,-0.020090843749223986,1279.7519808451234,3661.029940993152,93.64677283005237,147.097625723516,310.83537323784606,151.37580040764075,95.18343163074832,0.19141081971832463,0.20589127411695785
1964,0.16415455878432425,0.23149999999999998,0.035457370517928286,0.037280648911540815,0.05161739272285027,0.012591815320041944,0.00028498147620403813,2661.023871838341,8052.857495738118,173.1958001352489,272.5299621113832,583.8489629928675,273.7809223031553,170.0581395348837,0.12869718826639598,0.12687390987278344,0.06734544121567573,0.11253716606147399,0.06526777744265821,0.0097087,0.15296080818588997,0.21965869958335515,0.025501088103854208,0.02730683504216702,0.04150572608005687,0.002855393164426401,-0.009333106195674068,1475.503878112687,4465.207016967435,96.03486743463316,151.11439632424248,323.73682109544836,151.8080378333843,94.29507455526986,0.12745972008203577,0.12565397314372295
1965,0.12399242477876114,0.45659999999999995,0.03949076305220883,0.007188550935926234,0.03190009462253881,0.01658031088082912,0.0005698005698004938,2990.9706741017444,11729.79222829214,180.03543444002773,274.48905762558695,602.4738001576111,278.32029510818177,170.1550387596899,0.08450166172655231,0.11680387384283492,0.3326075752212388,0.09209233015622234,0.06661794168987445,0.0192308,0.10278498724603002,0.42911693798892236,0.019877698998312043,-0.011815036460901651,0.012430250952520927,-0.0026004798120022876,-0.01830890454860623,1627.1635254059674,6381.302979575151,97.94381962284159,149.32897422190442,327.76095102423614,151.4132640956989,92.56863503583372,0.08290728824771798,0.11460002370693168
1966,-0.0997095423563779,-0.0949,0.048557199999999995,0.029079409324299622,-0.03445361597577637,0.012232415902140525,0.0002847380410024858,2692.7423569857124,10616.634945827216,188.77745103721907,282.47103728732264,581.7163992115142,281.72482471195156,170.20348837209303,-0.14826674235637788,-0.12878895168067753,0.004809542356377899,-0.06525592638060153,0.061123719679815336,0.0345912,-0.12981044334842384,-0.12516170638219226,0.013499051606083778,-0.005327505855163173,-0.06673632636327886,-0.021611225861827732,-0.03315943723375714,1415.9407067726345,5582.608209709757,99.26596829842728,148.5334232373917,305.8873892275441,148.1410378468502,89.49911119254843,-0.14330949495450762,-0.12448293749326067
1967,0.23802966513133328,1.1679000000000002,0.04293453815261044,-0.015806209932824666,0.008952266148446825,0.023162134944612278,-0.005123825789923098,3333.6949185039784,23015.802899058825,196.8825237111291,278.0062407720165,586.9240792401719,288.250173119177,169.33139534883722,0.19509512697872283,0.25383587506415795,0.9298703348686669,0.22907739898288645,0.06573283877673952,0.030395099999999998,0.20150965889815775,1.1039502225893743,0.012169543656225246,-0.044838441033759446,-0.020810302622317534,-0.007019603504896055,-0.034471171097303466,1701.2664356144044,11745.52978544811,100.47398983321247,141.87341609801948,299.52178008936824,147.10114649836152,86.4139720175735,0.1893401152419325,0.2463480999319172
1968,0.10814862651601535,0.607,0.053376,0.032746196950768365,0.04845146224309746,0.04133858267716528,0.12474964234620889,3694.2294451636035,36986.39525878753,207.39132529673435,287.1098878858797,615.3614091050417,300.16602673237134,190.45542635658916,0.05477262651601535,0.07540242956524698,0.4988513734839846,0.059697164272917894,0.06596627828748769,0.0471976,0.05820394022676845,0.5345718897751484,0.005899937127434196,-0.013800072736255053,0.0011973501878703718,-0.00559494915079517,0.07405674186629985,1800.2868455427126,18024.3598392654,101.06678005617088,139.91555263652583,299.88041254902953,146.27812306367952,92.8135092369206,0.05230400309933425,0.0720040129630235
1969,-0.08241371076449064,-0.33049999999999996,0.06668467741935484,-0.050140493209926106,-0.02025164250792147,0.06994328922495274,0.05011447468837438,3389.7742881722256,24762.391625758253,221.22114892371957,272.7140565018351,602.8993298346757,321.16062595561846,200,-0.14909838818384546,-0.03227321755456453,-0.24808628923550932,-0.06216206825656917,0.06333387273419877,0.0619718,-0.13595983505822917,-0.3695689471227014,0.004437855524369594,-0.10556993435223616,-0.0774252597930769,0.007506309701399427,-0.011165386229300633,1555.5201429652257,11363.116150907383,101.51529982437341,125.14467692983095,276.66209370056583,147.37613195793492,91.77721055899362,-0.14039769058259877,-0.03038990070599301
